regulatoryGene	targetGene	weight
FBgn0052196	FBgn0042187	0.00657145798464408
FBgn0267607	FBgn0042187	0.00657145798464408
FBgn0030525	FBgn0036053	0.00657096700740869
FBgn0004143	FBgn0265683	0.00657058550242684
FBgn0052405	FBgn0265683	0.00657058550242684
FBgn0024191	FBgn0265683	0.00657058550242684
FBgn0053459	FBgn0030715	0.00656769335886191
FBgn0034666	FBgn0040363	0.00656171990995701
FBgn0035839	FBgn0265450	0.00655812791472352
FBgn0038300	FBgn0265450	0.00655812791472352
FBgn0037073	FBgn0036950	0.00655449455640058
FBgn0032166	FBgn0032804	0.00654898211537826
FBgn0052546	FBgn0265717	0.00654793858645633
FBgn0033112	FBgn0037169	0.00654724479486563
FBgn0030511	FBgn0267916	0.00653845908583192
FBgn0033389	FBgn0028668	0.00652998611082319
FBgn0033808	FBgn0028668	0.00652998611082319
FBgn0034327	FBgn0028668	0.00652998611082319
FBgn0039153	FBgn0028668	0.00652998611082319
FBgn0039303	FBgn0028668	0.00652998611082319
FBgn0266046	FBgn0267154	0.00652859519956293
FBgn0032618	FBgn0034884	0.00652657240758764
FBgn0052533	FBgn0034884	0.00652657240758764
FBgn0085314	FBgn0263019	0.00652409663775625
FBgn0032124	FBgn0039873	0.00652146909030682
FBgn0033799	FBgn0039873	0.00652146909030682
FBgn0260871	FBgn0039873	0.00652146909030682
FBgn0064119	FBgn0031312	0.00652028899052932
FBgn0264843	FBgn0029949	0.00651990458290757
